@relation trafico

@attribute dia {Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo}
@attribute mes {Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre}
@attribute hora numeric
@attribute tipo {Laboral,Festivo,Víspera}
@attribute cantidad numeric
@attribute lluvia {si, no}

@data
Miércoles,Octubre,18,Festivo,7291,si
Jueves,Octubre,18,Laboral,7261,si
Viernes,Octubre,18,Laboral,6899,si
Sábado,Octubre,18,Víspera,7824,no
Domingo,Octubre,18,Festivo,7361,no
Lunes,Octubre,19,Laboral,4933,no
Martes,Octubre,19,Laboral,4480,no
Miércoles,Octubre,19,Festivo,6487,si
Jueves,Octubre,19,Laboral,6717,si
Viernes,Octubre,19,Laboral,6429,si
Sábado,Octubre,19,Víspera,7757,no
Domingo,Octubre,19,Festivo,7699,no
Lunes,Octubre,20,Laboral,6262,no
Martes,Octubre,20,Laboral,5257,no
Miércoles,Octubre,20,Festivo,6333,si
Jueves,Octubre,20,Laboral,6838,si
Viernes,Octubre,20,Laboral,5889,si
Sábado,Octubre,20,Víspera,7344,no
Domingo,Octubre,20,Festivo,7477,no
Lunes,Octubre,21,Laboral,6237,no
Martes,Octubre,21,Laboral,5576,no
Miércoles,Octubre,21,Festivo,5946,si
Jueves,Octubre,21,Laboral,6000,si
Viernes,Octubre,21,Laboral,5649,si
Sábado,Octubre,21,Víspera,6180,no
Domingo,Octubre,21,Festivo,6747,no
Lunes,Octubre,22,Laboral,5164,no
Martes,Octubre,22,Laboral,4050,no
Miércoles,Octubre,22,Festivo,4053,si
Jueves,Octubre,22,Laboral,4268,si
Viernes,Octubre,22,Laboral,4087,si
Sábado,Octubre,22,Víspera,4203,no
Domingo,Octubre,22,Festivo,5025,no
Lunes,Octubre,23,Laboral,3546,no
Martes,Octubre,23,Laboral,2469,no
Miércoles,Octubre,23,Festivo,2506,si
Jueves,Octubre,23,Laboral,2825,si
Viernes,Octubre,23,Laboral,2651,si
Sábado,Octubre,23,Víspera,2654,no
Domingo,Octubre,23,Festivo,3408,no
Lunes,Octubre,24,Laboral,2320,no
Martes,Octubre,24,Laboral,1388,no
Miércoles,Octubre,24,Festivo,1262,si
Jueves,Octubre,24,Laboral,1474,si
Viernes,Octubre,24,Laboral,1531,si
Sábado,Octubre,24,Víspera,1533,no
Domingo,Octubre,24,Festivo,2379,no
Lunes,Octubre,1,Laboral,1575,no
Martes,Octubre,1,Laboral,2080,no
Miércoles,Octubre,1,Laboral,562,no
Jueves,Octubre,1,Laboral,575,no
Viernes,Octubre,1,Laboral,608,no
Sábado,Octubre,1,Víspera,716,si
Domingo,Octubre,1,Festivo,849,si
Lunes,Octubre,2,Laboral,1085,no
Martes,Octubre,2,Laboral,1227,no
Miércoles,Octubre,2,Laboral,340,no
Jueves,Octubre,2,Laboral,296,no
Viernes,Octubre,2,Laboral,333,no
Sábado,Octubre,2,Víspera,396,si
Domingo,Octubre,2,Festivo,451,si
Lunes,Octubre,3,Laboral,639,no
Martes,Octubre,3,Laboral,872,no
Miércoles,Octubre,3,Laboral,225,no
Jueves,Octubre,3,Laboral,211,no
Viernes,Octubre,3,Laboral,189,no
Sábado,Octubre,3,Víspera,218,si
Domingo,Octubre,3,Festivo,242,si
Lunes,Octubre,4,Laboral,434,no
Martes,Octubre,4,Laboral,634,no
Miércoles,Octubre,4,Laboral,187,no
Jueves,Octubre,4,Laboral,193,no
Viernes,Octubre,4,Laboral,187,no
Sábado,Octubre,4,Víspera,216,si
Domingo,Octubre,4,Festivo,226,si
Lunes,Octubre,5,Laboral,457,no
Martes,Octubre,5,Laboral,594,no
Miércoles,Octubre,5,Laboral,329,no
Jueves,Octubre,5,Laboral,369,no
Viernes,Octubre,5,Laboral,360,no
Sábado,Octubre,5,Víspera,324,si
Domingo,Octubre,5,Festivo,394,si
Lunes,Octubre,6,Laboral,863,no
Martes,Octubre,6,Laboral,839,no
Miércoles,Octubre,6,Laboral,1211,no
Jueves,Octubre,6,Laboral,1191,no
Viernes,Octubre,6,Laboral,1274,no
Sábado,Octubre,6,Víspera,1166,si
Domingo,Octubre,6,Festivo,1325,si
Lunes,Octubre,7,Laboral,1248,no
Martes,Octubre,7,Laboral,1031,no
Miércoles,Octubre,7,Laboral,4442,no
Jueves,Octubre,7,Laboral,4442,no
Viernes,Octubre,7,Laboral,4382,no
Sábado,Octubre,7,Víspera,4368,si
Domingo,Octubre,7,Festivo,4331,si
Lunes,Octubre,8,Laboral,1908,no
Martes,Octubre,8,Laboral,1081,no
Miércoles,Octubre,8,Laboral,7723,no
Jueves,Octubre,8,Laboral,7792,no
Viernes,Octubre,8,Laboral,7677,no
Sábado,Octubre,8,Víspera,7760,si
Domingo,Octubre,8,Festivo,7967,si
Lunes,Octubre,9,Laboral,3259,no
Martes,Octubre,9,Laboral,1590,no
Miércoles,Octubre,9,Laboral,8273,no
Jueves,Octubre,9,Laboral,8655,no
Viernes,Octubre,9,Laboral,8370,no
Sábado,Octubre,9,Víspera,8510,si
Domingo,Octubre,9,Festivo,8303,si
Lunes,Octubre,10,Laboral,4275,no
Martes,Octubre,10,Laboral,2246,no
Miércoles,Octubre,10,Laboral,6905,no
Jueves,Octubre,10,Laboral,6798,no
Viernes,Octubre,10,Laboral,7034,no
Sábado,Octubre,10,Víspera,6833,si
Domingo,Octubre,10,Festivo,6718,si
Lunes,Octubre,11,Laboral,5027,no
Martes,Octubre,11,Laboral,3298,no
Miércoles,Octubre,11,Laboral,6315,no
Jueves,Octubre,11,Laboral,6367,no
Viernes,Octubre,11,Laboral,6413,no
Sábado,Octubre,11,Víspera,6068,si
Domingo,Octubre,11,Festivo,6238,si
Lunes,Octubre,12,Laboral,5963,no
Martes,Octubre,12,Laboral,4336,no
Miércoles,Octubre,12,Laboral,6758,no
Jueves,Octubre,12,Laboral,6480,no
Viernes,Octubre,12,Laboral,6573,no
Sábado,Octubre,12,Víspera,6390,si
Domingo,Octubre,12,Festivo,6463,si
Lunes,Octubre,13,Laboral,6300,no
Martes,Octubre,13,Laboral,5013,no
Miércoles,Octubre,13,Laboral,6795,no
Jueves,Octubre,13,Laboral,6634,no
Viernes,Octubre,13,Laboral,6710,no
Sábado,Octubre,13,Víspera,6747,si
Domingo,Octubre,13,Festivo,7241,si
Lunes,Octubre,14,Laboral,6774,no
Martes,Octubre,14,Laboral,5829,no
Miércoles,Octubre,14,Laboral,7922,no
Jueves,Octubre,14,Laboral,8425,no
Viernes,Octubre,14,Laboral,8200,no
Sábado,Octubre,14,Víspera,8412,si
Domingo,Octubre,14,Festivo,8855,si
Lunes,Octubre,15,Laboral,6225,no
Martes,Octubre,15,Laboral,4892,no
Miércoles,Octubre,15,Laboral,8353,no
Jueves,Octubre,15,Laboral,8721,no
Viernes,Octubre,15,Laboral,8439,no
Sábado,Octubre,15,Víspera,8526,si
Domingo,Octubre,15,Festivo,7833,si
Lunes,Octubre,16,Laboral,4537,no
Martes,Octubre,16,Laboral,3911,no
Miércoles,Octubre,16,Laboral,7248,no
Jueves,Octubre,16,Laboral,8083,no
Viernes,Octubre,16,Laboral,5212,no
Sábado,Octubre,16,Víspera,7194,si
Domingo,Octubre,16,Festivo,7267,si
Lunes,Octubre,17,Laboral,4636,no
Martes,Octubre,17,Laboral,4471,no
Miércoles,Octubre,17,Laboral,6711,no
Jueves,Octubre,17,Laboral,7159,no
Viernes,Octubre,17,Laboral,6750,no
Sábado,Octubre,17,Víspera,7004,si
Domingo,Octubre,17,Festivo,7127,si
Lunes,Octubre,18,Laboral,5306,no
Martes,Octubre,18,Laboral,4949,no
Miércoles,Octubre,18,Laboral,7413,no
Jueves,Octubre,18,Laboral,7591,no
Viernes,Octubre,18,Laboral,7834,no
Sábado,Octubre,18,Víspera,7261,si
Domingo,Octubre,18,Festivo,7396,si
Lunes,Octubre,19,Laboral,5192,no
Martes,Octubre,19,Laboral,4614,no
Miércoles,Octubre,19,Laboral,7394,no
Jueves,Octubre,19,Laboral,6420,no
Viernes,Octubre,19,Laboral,5871,no
Sábado,Octubre,19,Víspera,5663,si
Domingo,Octubre,19,Festivo,7015,si
Lunes,Octubre,20,Laboral,5834,no
Martes,Octubre,20,Laboral,5545,no
Miércoles,Octubre,20,Laboral,6932,no
Jueves,Octubre,20,Laboral,5611,no
Viernes,Octubre,20,Laboral,5316,no
Sábado,Octubre,20,Víspera,5998,si
Domingo,Octubre,20,Festivo,7450,si
Lunes,Octubre,21,Laboral,6313,no
Martes,Octubre,21,Laboral,5162,no
Miércoles,Octubre,21,Laboral,5765,no
Jueves,Octubre,21,Laboral,6143,no
Viernes,Octubre,21,Laboral,6394,no
Sábado,Octubre,21,Víspera,6654,si
Domingo,Octubre,21,Festivo,7045,si
Lunes,Octubre,22,Laboral,5069,no
Martes,Octubre,22,Laboral,3666,no
Miércoles,Octubre,22,Laboral,3780,no
Jueves,Octubre,22,Laboral,4020,no
Viernes,Octubre,22,Laboral,3947,no
Sábado,Octubre,22,Víspera,4021,si
Domingo,Octubre,22,Festivo,5095,si
Lunes,Octubre,23,Laboral,3473,no
Martes,Octubre,23,Laboral,2361,no
Miércoles,Octubre,23,Laboral,2394,no
Jueves,Octubre,23,Laboral,2511,no
Viernes,Octubre,23,Laboral,2830,no
Sábado,Octubre,23,Víspera,2708,si
Domingo,Octubre,23,Festivo,3182,si
Lunes,Octubre,24,Laboral,2727,no
Martes,Octubre,24,Laboral,1218,no
Miércoles,Octubre,24,Laboral,1272,no
Jueves,Octubre,24,Laboral,1216,no
Viernes,Octubre,24,Laboral,1527,no
Sábado,Octubre,24,Víspera,2333,si
Domingo,Octubre,24,Festivo,2148,si
Lunes,Octubre,1,Laboral,1560,si
Martes,Octubre,1,Laboral,2043,si
Miércoles,Octubre,1,Laboral,740,si
Jueves,Octubre,1,Laboral,586,no
Viernes,Octubre,1,Laboral,615,no
Sábado,Octubre,1,Víspera,744,no
Domingo,Octubre,1,Festivo,801,no
Lunes,Octubre,2,Laboral,956,si
Martes,Octubre,2,Laboral,1201,si
Miércoles,Octubre,2,Laboral,343,si
Jueves,Octubre,2,Laboral,300,no
Viernes,Octubre,2,Laboral,322,no
Sábado,Octubre,2,Víspera,409,no
Domingo,Octubre,2,Festivo,491,no
Lunes,Octubre,3,Laboral,589,si
Martes,Octubre,3,Laboral,802,si
Miércoles,Octubre,3,Laboral,226,si
Jueves,Octubre,3,Laboral,222,no
Viernes,Octubre,3,Laboral,230,no
Sábado,Octubre,3,Víspera,217,no
Domingo,Octubre,3,Festivo,267,no
Lunes,Octubre,4,Laboral,382,si
Martes,Octubre,4,Laboral,604,si
Miércoles,Octubre,4,Laboral,186,si
Jueves,Octubre,4,Laboral,238,no
Viernes,Octubre,4,Laboral,200,no
Sábado,Octubre,4,Víspera,221,no
Domingo,Octubre,4,Festivo,271,no
Lunes,Octubre,5,Laboral,424,si
Martes,Octubre,5,Laboral,617,si
Miércoles,Octubre,5,Laboral,321,si
Jueves,Octubre,5,Laboral,384,no
Viernes,Octubre,5,Laboral,356,no
Sábado,Octubre,5,Víspera,366,no
Domingo,Octubre,5,Festivo,412,no
Lunes,Octubre,6,Laboral,824,si
Martes,Octubre,6,Laboral,900,si
Miércoles,Octubre,6,Laboral,1222,si
Jueves,Octubre,6,Laboral,1289,no
Viernes,Octubre,6,Laboral,1215,no
Sábado,Octubre,6,Víspera,1318,no
Domingo,Octubre,6,Festivo,1323,no
Lunes,Octubre,7,Laboral,1192,si
Martes,Octubre,7,Laboral,1012,si
Miércoles,Octubre,7,Laboral,4501,si
Jueves,Octubre,7,Laboral,4395,no
Viernes,Octubre,7,Laboral,4422,no
Sábado,Octubre,7,Víspera,4419,no
Domingo,Octubre,7,Festivo,4331,no
Lunes,Octubre,8,Laboral,2004,si
Martes,Octubre,8,Laboral,1062,si
Miércoles,Octubre,8,Laboral,7718,si
Jueves,Octubre,8,Laboral,7767,no
Viernes,Octubre,8,Laboral,7808,no
Sábado,Octubre,8,Víspera,7813,no
Domingo,Octubre,8,Festivo,7695,no
Lunes,Octubre,9,Laboral,3154,si
Martes,Octubre,9,Laboral,1526,si
Miércoles,Octubre,9,Laboral,7072,si
Jueves,Octubre,9,Laboral,8291,no
Viernes,Octubre,9,Laboral,8512,no
Sábado,Octubre,9,Víspera,8723,no
Domingo,Octubre,9,Festivo,8536,no
Lunes,Octubre,10,Laboral,4314,si
Martes,Octubre,10,Laboral,2386,si
Miércoles,Octubre,10,Laboral,6829,si
Jueves,Octubre,10,Laboral,7095,no
Viernes,Octubre,10,Laboral,6769,no
Sábado,Octubre,10,Víspera,6883,no
Domingo,Octubre,10,Festivo,6771,no
Lunes,Octubre,11,Laboral,5158,si
Martes,Octubre,11,Laboral,3613,si
Miércoles,Octubre,11,Laboral,6770,si
Jueves,Octubre,11,Laboral,6281,no
Viernes,Octubre,11,Laboral,6242,no
Sábado,Octubre,11,Víspera,6286,no
Domingo,Octubre,11,Festivo,6436,no
Lunes,Octubre,12,Laboral,6207,si
Martes,Octubre,12,Laboral,4502,si
Miércoles,Octubre,12,Laboral,6536,si
Jueves,Octubre,12,Laboral,6354,no
Viernes,Octubre,12,Laboral,6492,no
Sábado,Octubre,12,Víspera,6666,no
Domingo,Octubre,12,Festivo,6865,no
Lunes,Octubre,13,Laboral,6326,si
Martes,Octubre,13,Laboral,5086,si
Miércoles,Octubre,13,Laboral,6618,si
Jueves,Octubre,13,Laboral,6545,no
Viernes,Octubre,13,Laboral,6926,no
Sábado,Octubre,13,Víspera,7150,no
Domingo,Octubre,13,Festivo,7406,no
Lunes,Octubre,14,Laboral,7059,si
Martes,Octubre,14,Laboral,5653,si
Miércoles,Octubre,14,Laboral,8068,si
Jueves,Octubre,14,Laboral,8271,no
Viernes,Octubre,14,Laboral,8452,no
Sábado,Octubre,14,Víspera,8440,no
Domingo,Octubre,14,Festivo,8791,no
Lunes,Octubre,15,Laboral,6236,si
Martes,Octubre,15,Laboral,4800,si
Miércoles,Octubre,15,Laboral,8599,si
Jueves,Octubre,15,Laboral,8824,no
Viernes,Octubre,15,Laboral,8416,no
Sábado,Octubre,15,Víspera,8954,no
Domingo,Octubre,15,Festivo,9007,no
Lunes,Octubre,16,Laboral,4612,si
Martes,Octubre,16,Laboral,3517,si
Miércoles,Octubre,16,Laboral,8245,si
Jueves,Octubre,16,Laboral,7304,no
Viernes,Octubre,16,Laboral,7568,no
Sábado,Octubre,16,Víspera,7649,no
Domingo,Octubre,16,Festivo,7372,no
Lunes,Octubre,17,Laboral,4826,si
Martes,Octubre,17,Laboral,3891,si
Miércoles,Octubre,17,Laboral,7526,si
Jueves,Octubre,17,Laboral,6905,no
Viernes,Octubre,17,Laboral,6980,no
Sábado,Octubre,17,Víspera,7494,no
Domingo,Octubre,17,Festivo,7185,no
Lunes,Octubre,18,Laboral,5399,si
Martes,Octubre,18,Laboral,5247,si
Miércoles,Octubre,18,Laboral,7635,si
Jueves,Octubre,18,Laboral,7152,no
Viernes,Octubre,18,Laboral,7378,no
Sábado,Octubre,18,Víspera,7558,no
Domingo,Octubre,18,Festivo,7265,no
Lunes,Octubre,19,Laboral,5792,si
Martes,Octubre,19,Laboral,4546,si
Miércoles,Octubre,19,Laboral,7526,si
Jueves,Octubre,19,Laboral,5627,no
Viernes,Octubre,19,Laboral,6118,no
Sábado,Octubre,19,Víspera,6720,no
Domingo,Octubre,19,Festivo,6358,no
Lunes,Octubre,20,Laboral,6160,si
Martes,Octubre,20,Laboral,6093,si
Miércoles,Octubre,20,Laboral,6832,si
Jueves,Octubre,20,Laboral,5687,no
Viernes,Octubre,20,Laboral,6830,no
Sábado,Octubre,20,Víspera,7360,no
Domingo,Octubre,20,Festivo,7735,no
Lunes,Octubre,21,Laboral,5681,si
Martes,Octubre,21,Laboral,5466,si
Miércoles,Octubre,21,Laboral,5989,si
Jueves,Octubre,21,Laboral,6078,no
Viernes,Octubre,21,Laboral,6125,no
Sábado,Octubre,21,Víspera,6535,no
Domingo,Octubre,21,Festivo,7208,no
Lunes,Octubre,22,Laboral,4797,si
Martes,Octubre,22,Laboral,3693,si
Miércoles,Octubre,22,Laboral,3743,si
Jueves,Octubre,22,Laboral,3806,no
Viernes,Octubre,22,Laboral,3979,no
Sábado,Octubre,22,Víspera,4274,no
Domingo,Octubre,22,Festivo,5338,no
Lunes,Octubre,23,Laboral,3336,si
Martes,Octubre,23,Laboral,2183,si
Miércoles,Octubre,23,Laboral,2492,si
Jueves,Octubre,23,Laboral,2531,no
Viernes,Octubre,23,Laboral,2680,no
Sábado,Octubre,23,Víspera,2852,no
Domingo,Octubre,23,Festivo,3626,no
Lunes,Octubre,24,Laboral,2550,si
Martes,Octubre,24,Laboral,1190,si
Miércoles,Octubre,24,Laboral,1136,si
Jueves,Octubre,24,Laboral,1168,no
Viernes,Octubre,24,Laboral,1400,no
Sábado,Octubre,24,Víspera,1691,no
Domingo,Octubre,24,Festivo,2431,no
Lunes,Octubre,1,Laboral,594,no
Martes,Noviembre,1,Festivo,884,no
Miércoles,Noviembre,1,Laboral,1018,si
Jueves,Noviembre,1,Laboral,1748,si
Viernes,Noviembre,1,Laboral,2004,si
Sábado,Noviembre,1,Víspera,794,si
Domingo,Noviembre,1,Festivo,699,no
Lunes,Octubre,2,Laboral,260,no
Martes,Noviembre,2,Festivo,548,no
Miércoles,Noviembre,2,Laboral,597,si
Jueves,Noviembre,2,Laboral,1137,si
Viernes,Noviembre,2,Laboral,1262,si
Sábado,Noviembre,2,Víspera,439,si
Domingo,Noviembre,2,Festivo,423,no
Lunes,Octubre,3,Laboral,209,no
Martes,Noviembre,3,Festivo,291,no
Miércoles,Noviembre,3,Laboral,324,si
Jueves,Noviembre,3,Laboral,761,si
Viernes,Noviembre,3,Laboral,870,si
Sábado,Noviembre,3,Víspera,282,si
Domingo,Noviembre,3,Festivo,259,no
Lunes,Octubre,4,Laboral,205,no
Martes,Noviembre,4,Festivo,243,no
Miércoles,Noviembre,4,Laboral,269,si
Jueves,Noviembre,4,Laboral,502,si
Viernes,Noviembre,4,Laboral,667,si
Sábado,Noviembre,4,Víspera,223,si
Domingo,Noviembre,4,Festivo,238,no
Lunes,Octubre,5,Laboral,343,no
Martes,Noviembre,5,Festivo,436,no
Miércoles,Noviembre,5,Laboral,447,si
Jueves,Noviembre,5,Laboral,478,si
Viernes,Noviembre,5,Laboral,589,si
Sábado,Noviembre,5,Víspera,356,si
Domingo,Noviembre,5,Festivo,430,no
Lunes,Octubre,6,Laboral,1196,no
Martes,Noviembre,6,Festivo,1382,no
Miércoles,Noviembre,6,Laboral,1297,si
Jueves,Noviembre,6,Laboral,876,si
Viernes,Noviembre,6,Laboral,831,si
Sábado,Noviembre,6,Víspera,1382,si
Domingo,Noviembre,6,Festivo,1304,no
Lunes,Octubre,7,Laboral,4403,no
Martes,Noviembre,7,Festivo,4051,no
Miércoles,Noviembre,7,Laboral,3613,si
Jueves,Noviembre,7,Laboral,1276,si
Viernes,Noviembre,7,Laboral,1072,si
Sábado,Noviembre,7,Víspera,4209,si
Domingo,Noviembre,7,Festivo,4041,no
Lunes,Octubre,8,Laboral,7786,no
Martes,Noviembre,8,Festivo,7152,no
Miércoles,Noviembre,8,Laboral,6807,si
Jueves,Noviembre,8,Laboral,1968,si
Viernes,Noviembre,8,Laboral,1270,si
Sábado,Noviembre,8,Víspera,7156,si
Domingo,Noviembre,8,Festivo,7327,no
Lunes,Octubre,9,Laboral,7872,no
Martes,Noviembre,9,Festivo,7195,no
Miércoles,Noviembre,9,Laboral,7142,si
Jueves,Noviembre,9,Laboral,3056,si
Viernes,Noviembre,9,Laboral,1708,si
Sábado,Noviembre,9,Víspera,7050,si
Domingo,Noviembre,9,Festivo,7252,no
Lunes,Octubre,10,Laboral,7017,no
Martes,Noviembre,10,Festivo,6367,no
Miércoles,Noviembre,10,Laboral,6810,si
Jueves,Noviembre,10,Laboral,4085,si
Viernes,Noviembre,10,Laboral,2415,si
Sábado,Noviembre,10,Víspera,6204,si
Domingo,Noviembre,10,Festivo,6318,no
Lunes,Octubre,11,Laboral,6812,no
Martes,Noviembre,11,Festivo,6158,no
Miércoles,Noviembre,11,Laboral,6242,si
Jueves,Noviembre,11,Laboral,5039,si
Viernes,Noviembre,11,Laboral,3615,si
Sábado,Noviembre,11,Víspera,6300,si
Domingo,Noviembre,11,Festivo,6409,no
Lunes,Octubre,12,Laboral,5800,no
Martes,Noviembre,12,Festivo,6822,no
Miércoles,Noviembre,12,Laboral,7014,si
Jueves,Noviembre,12,Laboral,6035,si
Viernes,Noviembre,12,Laboral,5242,si
Sábado,Noviembre,12,Víspera,6804,si
Domingo,Noviembre,12,Festivo,6698,no
Lunes,Octubre,13,Laboral,5781,no
Martes,Noviembre,13,Festivo,6981,no
Miércoles,Noviembre,13,Laboral,7296,si
Jueves,Noviembre,13,Laboral,6317,si
Viernes,Noviembre,13,Laboral,5412,si
Sábado,Noviembre,13,Víspera,7094,si
Domingo,Noviembre,13,Festivo,7003,no
Lunes,Octubre,14,Laboral,6377,no
Martes,Noviembre,14,Festivo,7894,no
Miércoles,Noviembre,14,Laboral,8289,si
Jueves,Noviembre,14,Laboral,6729,si
Viernes,Noviembre,14,Laboral,5484,si
Sábado,Noviembre,14,Víspera,7789,si
Domingo,Noviembre,14,Festivo,7888,no
Lunes,Octubre,15,Laboral,7374,no
Martes,Noviembre,15,Festivo,7747,no
Miércoles,Noviembre,15,Laboral,7770,si
Jueves,Noviembre,15,Laboral,5767,si
Viernes,Noviembre,15,Laboral,4770,si
Sábado,Noviembre,15,Víspera,7584,si
Domingo,Noviembre,15,Festivo,7827,no
Lunes,Octubre,16,Laboral,8068,no
Martes,Noviembre,16,Festivo,7344,no
Miércoles,Noviembre,16,Laboral,7467,si
Jueves,Noviembre,16,Laboral,4205,si
Viernes,Noviembre,16,Laboral,3766,si
Sábado,Noviembre,16,Víspera,7032,si
Domingo,Noviembre,16,Festivo,7032,no
Lunes,Octubre,17,Laboral,8100,no
Martes,Noviembre,17,Festivo,7172,no
Miércoles,Noviembre,17,Laboral,6689,si
Jueves,Noviembre,17,Laboral,4470,si
Viernes,Noviembre,17,Laboral,4021,si
Sábado,Noviembre,17,Víspera,6869,si
Domingo,Noviembre,17,Festivo,7282,no
Lunes,Octubre,18,Laboral,8786,no
Martes,Noviembre,18,Festivo,7168,no
Miércoles,Noviembre,18,Laboral,7009,si
Jueves,Noviembre,18,Laboral,5047,si
Viernes,Noviembre,18,Laboral,5097,si
Sábado,Noviembre,18,Víspera,7030,si
Domingo,Noviembre,18,Festivo,6928,no
Lunes,Octubre,19,Laboral,8120,no
Martes,Noviembre,19,Festivo,7237,no
Miércoles,Noviembre,19,Laboral,6086,si
Jueves,Noviembre,19,Laboral,4815,si
Viernes,Noviembre,19,Laboral,5136,si
Sábado,Noviembre,19,Víspera,7236,si
Domingo,Noviembre,19,Festivo,5951,no
Lunes,Octubre,20,Laboral,7100,no
Martes,Noviembre,20,Festivo,7056,no
Miércoles,Noviembre,20,Laboral,6194,si
Jueves,Noviembre,20,Laboral,4652,si
Viernes,Noviembre,20,Laboral,5919,si
Sábado,Noviembre,20,Víspera,7149,si
Domingo,Noviembre,20,Festivo,4231,no
Lunes,Octubre,21,Laboral,6214,no
Martes,Noviembre,21,Festivo,6179,no
Miércoles,Noviembre,21,Laboral,7127,si
Jueves,Noviembre,21,Laboral,5971,si
Viernes,Noviembre,21,Laboral,5342,si
Sábado,Noviembre,21,Víspera,6040,si
Domingo,Noviembre,21,Festivo,6566,no
Lunes,Octubre,22,Laboral,4580,no
Martes,Noviembre,22,Festivo,4664,no
Miércoles,Noviembre,22,Laboral,5444,si
Jueves,Noviembre,22,Laboral,5551,si
Viernes,Noviembre,22,Laboral,4319,si
Sábado,Noviembre,22,Víspera,4017,si
Domingo,Noviembre,22,Festivo,4693,no
Lunes,Octubre,23,Laboral,3156,no
Martes,Noviembre,23,Festivo,3003,no
Miércoles,Noviembre,23,Laboral,3721,si
Jueves,Noviembre,23,Laboral,3774,si
Viernes,Noviembre,23,Laboral,2533,si
Sábado,Noviembre,23,Víspera,2643,si
Domingo,Noviembre,23,Festivo,2986,no
Lunes,Octubre,24,Laboral,2109,no
Martes,Noviembre,24,Festivo,1874,no
Miércoles,Noviembre,24,Laboral,2455,si
Jueves,Noviembre,24,Laboral,2430,si
Viernes,Noviembre,24,Laboral,1600,si
Sábado,Noviembre,24,Víspera,1402,si
Domingo,Noviembre,24,Festivo,1513,no
Lunes,Noviembre,1,Laboral,756,si
Martes,Noviembre,1,Laboral,893,si
Miércoles,Noviembre,1,Laboral,923,si
Jueves,Noviembre,1,Laboral,1694,no
Viernes,Noviembre,1,Laboral,1953,si
Sábado,Noviembre,1,Víspera,742,si
Domingo,Noviembre,1,Festivo,610,si
Lunes,Noviembre,2,Laboral,422,si
Martes,Noviembre,2,Laboral,457,si
Miércoles,Noviembre,2,Laboral,555,si
Jueves,Noviembre,2,Laboral,1033,no
Viernes,Noviembre,2,Laboral,1220,si
Sábado,Noviembre,2,Víspera,385,si
Domingo,Noviembre,2,Festivo,399,si
Lunes,Noviembre,3,Laboral,286,si
Martes,Noviembre,3,Laboral,243,si
Miércoles,Noviembre,3,Laboral,308,si
Jueves,Noviembre,3,Laboral,693,no
Viernes,Noviembre,3,Laboral,848,si
Sábado,Noviembre,3,Víspera,264,si
Domingo,Noviembre,3,Festivo,227,si
Lunes,Noviembre,4,Laboral,237,si
Martes,Noviembre,4,Laboral,243,si
Miércoles,Noviembre,4,Laboral,257,si
Jueves,Noviembre,4,Laboral,468,no
Viernes,Noviembre,4,Laboral,551,si
Sábado,Noviembre,4,Víspera,215,si
Domingo,Noviembre,4,Festivo,246,si
Lunes,Noviembre,5,Laboral,445,si
Martes,Noviembre,5,Laboral,400,si
Miércoles,Noviembre,5,Laboral,428,si
Jueves,Noviembre,5,Laboral,442,no
Viernes,Noviembre,5,Laboral,545,si
Sábado,Noviembre,5,Víspera,354,si
Domingo,Noviembre,5,Festivo,386,si
Lunes,Noviembre,6,Laboral,1444,si
Martes,Noviembre,6,Laboral,1329,si
Miércoles,Noviembre,6,Laboral,1305,si
Jueves,Noviembre,6,Laboral,854,no
Viernes,Noviembre,6,Laboral,790,si
Sábado,Noviembre,6,Víspera,1338,si
Domingo,Noviembre,6,Festivo,1198,si
Lunes,Noviembre,7,Laboral,4321,si
Martes,Noviembre,7,Laboral,4130,si
Miércoles,Noviembre,7,Laboral,4183,si
Jueves,Noviembre,7,Laboral,1322,no
Viernes,Noviembre,7,Laboral,1084,si
Sábado,Noviembre,7,Víspera,4415,si
Domingo,Noviembre,7,Festivo,3932,si
Lunes,Noviembre,8,Laboral,7250,si
Martes,Noviembre,8,Laboral,7262,si
Miércoles,Noviembre,8,Laboral,7278,si
Jueves,Noviembre,8,Laboral,2033,no
Viernes,Noviembre,8,Laboral,1173,si
Sábado,Noviembre,8,Víspera,7655,si
Domingo,Noviembre,8,Festivo,7626,si
Lunes,Noviembre,9,Laboral,6929,si
Martes,Noviembre,9,Laboral,7320,si
Miércoles,Noviembre,9,Laboral,7581,si
Jueves,Noviembre,9,Laboral,3060,no
Viernes,Noviembre,9,Laboral,1733,si
Sábado,Noviembre,9,Víspera,7990,si
Domingo,Noviembre,9,Festivo,8265,si
Lunes,Noviembre,10,Laboral,6247,si
Martes,Noviembre,10,Laboral,6679,si
Miércoles,Noviembre,10,Laboral,6452,si
Jueves,Noviembre,10,Laboral,4381,no
Viernes,Noviembre,10,Laboral,2746,si
Sábado,Noviembre,10,Víspera,6899,si
Domingo,Noviembre,10,Festivo,6824,si
Lunes,Noviembre,11,Laboral,6226,si
Martes,Noviembre,11,Laboral,6402,si
Miércoles,Noviembre,11,Laboral,6230,si
